RegionName,Timeslice,SER.COOLING.HIGH-CONSUMPTION,SER.COOKING,SER.COMPUTING,SER.SPACE-HEAT.HIGH-CONSUMPTION,SER.SPACE-HEAT.LOW-CONSUMPTION,SER.LIGHTING.OFFICE,SER.LIGHTING.OTHER,SER.OTHER,SER.REFRIGERATION,SER.HOT-WATER.HIGH-CONSUMPTION,SER.HOT-WATER.LOW-CONSUMPTION
UK,1,15.154871105639614,6.890677662760335,2.3347208750377364,18.53114682845262,9.349435573750593,24.955563946350374,11.26643294384235,2.1619040368827154,5.575246578519518,4.487319076631486,1.9093468596548437
UK,2,1.1510028687827556,1.1484462771267225,0.3591878269288825,4.671525059104187,3.3425446145748507,8.318521315450123,3.75547764794745,0.864761614753084,2.230098631407802,0.8303568680532895,0.3819229070276661
UK,3,1.1510028687827556,0.0,0.5387817403933237,5.222506035690021,3.515893999094057,11.0913617539335,5.007303530596601,1.5133328258178966,3.902672604963652,2.913036537217337,1.265054376837874
UK,4,1.7265043031741332,3.4453388313801674,0.3591878269288825,9.752894432705151,4.972735812877767,11.0913617539335,5.007303530596601,0.6485712110648125,1.67257397355585,2.1678777012478534,0.9144840018994463
UK,5,15.154871105639614,6.890677662760335,2.3347208750377364,22.48664457958365,11.622396631031936,24.955563946350374,11.26643294384235,2.1619040368827154,5.575246578519518,4.700171767534573,1.912127943542175
UK,6,1.1510028687827556,1.1484462771267225,0.3591878269288825,5.94796753017863,4.078065120468943,8.318521315450123,3.75547764794745,0.864761614753084,2.230098631407802,0.8953763078879603,0.3868353032507999
UK,7,1.1510028687827556,0.0,0.5387817403933237,6.783645747929754,4.264406262849423,11.0913617539335,5.007303530596601,1.5133328258178966,3.902672604963652,3.056413019888393,1.2756343629403344
UK,8,1.7265043031741332,3.4453388313801674,0.3591878269288825,12.354346021085611,6.134095727210111,11.0913617539335,5.007303530596601,0.6485712110648125,1.67257397355585,2.3471670648652134,0.9144840018994463
UK,9,50.51623701879871,6.890677662760335,2.3347208750377364,3.652574985244105,0.9503806731985501,19.964451157080298,9.01314635507388,2.1619040368827154,6.6902958942234,3.336748564035826,1.783046450537994
UK,10,3.8366762292758514,1.1484462771267225,0.3591878269288825,0.10979418654615997,0.36737221326397507,6.654817052360099,3.00438211835796,0.864761614753084,2.67611835768936,0.572134620722411,0.35139265784522594
UK,11,3.8366762292758514,0.0,0.5387817403933237,0.17994233379704846,0.6164687332264932,8.8730894031468,4.005842824477281,1.5133328258178966,4.68320712595638,2.262707870962087,1.2062185237904457
UK,12,5.7550143439137775,3.4453388313801674,0.3591878269288825,0.0,0.4303066447844291,8.8730894031468,4.005842824477281,0.6485712110648125,2.0070887682670198,1.4344476377823552,0.8985512810142153
UK,13,3.3677491345865813,6.890677662760335,2.3347208750377364,49.28820774903251,21.069908186158077,29.94667673562045,13.519719532610821,2.1619040368827154,4.460197262815599,5.066835044544607,1.912127943542175
UK,14,0.2557784152850568,1.1484462771267225,0.3591878269288825,14.1380855433192,7.12831819000668,9.982225578540149,4.50657317753694,0.864761614753084,1.7840789051262382,1.0109568993038491,0.3868353032507999
UK,15,0.2557784152850568,0.0,0.5387817403933237,14.37833781374572,5.787250302632792,13.309634104720198,6.00876423671592,1.5133328258178966,3.1221380839709183,3.2483362857891582,1.2795047869975127
UK,16,0.38366762292758516,3.4453388313801674,0.3591878269288825,28.60106256893539,9.511698874326214,13.309634104720198,6.00876423671592,0.6485712110648125,1.33805917884468,2.423237212838376,0.9144840018994463
